Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
Male,Grey,Brown,,Puffer Vest,Gold Chain,Mohawk (Black),Carrot,,,Mouth Open (Right),Gallery,Hop On By,Round
Male,Sandy,Green,,Boob Tube,Peace Necklace,Devil Horns,Cigar,Steel Stud,Red Ribbon,Mouth Open (Right) + Wink,Gallery,Coffee and Carrots,Subtle Nod
Female,Zebra,Brown,Designer Glasses,Voxel Rabbit Singlet,,,Carrot,Steel Ring,Gold Bows,Mouth Open (Right),Dunes,Hop With Me,Side Nod
Male,Black & White,Reptile (White),,FLUF Jacket,Bowtie (Red),Conical Hat,Party Horn,Bone,Steel Rings & Studs,Mouth Open (Left) + Wink,Gallery,Electric Carrots,Subtle Nod
Male,Smoothie,Green,,Kimono,VIP lanyard,Tuft (Black),,Steel Stud,,Blank,Tiki,Reggae Rabbits,Bob
Male,Cheetah,Reptile (White),,Camo Jacket,Bowtie (Red),,Cigar,Gold Stud,Steel Rings & Studs,Mouth Open (Right),The Front,Follow You,Big Nod
Male,Cow,Heart (Red),,Black FLUF Singlet,,Sun Visor,,Steel Stud,Gold Studs,Blank,Fluf Haus LA 2022,Electric Carrots,Groove
Female,Sky,Red,,Voxel Rabbit Singlet,Bowtie (Red),Sombrero,Cigar,Bone,,Mouth Open (Right) + Wink,Garden,Electric Carrots,Big Nod
Male,Tie Dye,Fire,,Boob Tube,,Pirate Hat,,Gold Stud,Steel Rings,Blank,Star Explorer,How You Feel,Round
Female,Brown,Thirties,,Puffer Vest,Collar (Pink),Cowboy Hat,Lollipop,Diamond Stud,,Anger,Garden,Run Rabbit,Groove
Female,Tiger,Glowing Red,Neon Glasses,Puffer Jacket,,,,Steel Ring,Steel Studs,Sad,Swamp,Reggae Rabbits,Bob
Female,Parrot,Blue,Round Glasses,Boob Tube,,Army Helmet,Lipstick,Bone,FLUF Tag,Blank,The Front,What the FLUF,Groove
Male,Brown,Red (Dilated),,Leather Vest,,Sombrero,Party Horn,Steel Stud,Steel Rings,Mouth Open (Left),Backalley,Hop On By,Round
Male,Grey,Dollars,,,Tie,Flower Crown,Party Horn,Bone,Steel Rings,Mouth Open (Left),Garden,Reggae Rabbits,Groove
Female,Darkness,Demon,,Boob Tube,Gold Chain,Halo,Joint,,Steel Studs,Mouth Open (Right),The Front,All I Need,Round
Female,Black & White,Yellow,,Pink Jacket,,Holographic Cap,Pipe,,Steel Studs,Mouth Open (Right),Star Explorer,L.O.V.E.,Side Nod
Male,Winter,Brown,Round Glasses,Pink Jacket,,Sombrero,Pacifier,Bull Ring,Steel Studs,Mouth Open (Middle),Tiki,Eating Carrots in the Dark,Round
Male,Brown,Glowing Red,Bug Eye Glasses,Pink Jacket,Bowtie (Gold),,,Bull Ring,Gold Bows,Smile + Wink,Markets,What the FLUF,Bob
Female,Candy Floss,Blue,Sunglasses,Holographic Jacket,Collar (Pink),Mohawk (Red),Carrot,,Gold Bows,Mouth Open (Right),Beach,Beyond the Gates,Subtle Nod
Male,Black & White,Brown,,Flannel Jacket,Lei,Army Helmet,Lollipop,,Steel Rings & Studs,Mouth Open (Left),Garden,What the FLUF,Bob
Male,Winter,Reptile (Yellow),Shutter Glasses,Puffer Jacket,,Mohawk (Base),,Gold Ring,,Smile + Wink,Garden,Hop With Me,Bob
Male,Tie Dye,Red (Dilated),,Flannel Jacket,Dog Tags,Halo,,Steel Stud,Gold Rings,Blank,Heaven,Hop On By,Big Nod
Female,Black & White,Green,Deal With It Glasses,Boob Tube,,Flower Crown,,Steel Ring,Steel Rings & Studs,Blank,Thank You For Having Us,I Love FLUF,Groove
Male,Brown,Green (Dilated),,High Vis Vest,,Sombrero,Carrot,Bone,,Mouth Open (Right) + Wink,Beach,Hop With Me,Big Nod
Female,Winter,Red,,,Bowtie (Black),Tuft (Black),,Clown Nose,Steel Rings,Smile + Wink,FTW (F*ck The War),Messiah,Big Nod
Male,Smoothie,Brown,,Leather Vest,,Mohawk (Base),Medical Mask,,Steel Rings,Blank,Garden,Dubhop,Big Nod
Male,Grey,Brown,Designer Glasses,Voxel Rabbit Singlet,Glowstick Necklace,Bandana,,,Diamond Studs,Blank,FTW (F*ck The War),Ear Wobbler,Groove
Male,Kandinsky,Green,Sunglasses,,Bowtie (Gold),Sun Visor,Lip Piercings,Steel Ring,,Smile + Wink,Dunes,Run Rabbit,Groove
Male,Winter,Glowing Red,Sunglasses,FLUF Jacket,,Tuft (Base),Carrot,,Steel Rings & Studs,Mouth Open (Right),Dunes,Desert Digging,Groove
Male,Grey,Green,Round Glasses,,Tie,Tuft (Base),Whistle,Steel Ring,Steel Studs,Mouth Open (Middle),Beach,Dubhop,Side To Side
Male,Blossom,Portal,,,FLUF Logo Chain,,Carrot,Bull Ring,Steel Rings & Studs,Mouth Open (Right),Mansion,Coffee and Carrots,Round
Male,Brown,Yellow,,Flannel Jacket,Dog Tags,Devil Horns,,,Red Ribbon,Smile + Wink,Heaven,Hop On By,Bob
Female,Sandy,Thirties,,Boob Tube,,FLUF Cap,Party Horn,Steel Stud,Steel Rings,Mouth Open (Left),The Front,Reggae Rabbits,Big Nod
Male,Sky,Blue,Aviators,Leather Vest,,,Whistle,Clown Nose,Gold Rings,Mouth Open (Middle),Swamp,Follow You,Side To Side
Female,Brown,Green,,,Bowtie (Black),Sombrero,,Steel Stud,Bandaged,Blank,Beach,Reggae Rabbits,Groove
Female,Camo,Cat (Brown),,Dress,Glowstick Necklace,Flower Crown,Cigarette,Steel Ring,,Mouth Open (Right),Markets,I Like to Party,Side Nod
Male,Ice Cream,Green,,Leather Vest,,,Lollipop,Bull Ring,Steel Rings & Studs,Mouth Open (Left),Spaceship,Eating Carrots in the Dark,Big Nod
Male,Moody Blue,Cat (Blue),Eye Patch,,Dog Tags,Mohawk (Base),Carrot,,Steel Rings,Mouth Open (Right),Thank You For Having Us,Coffee and Carrots,Round
Male,Parrot,Heart (Red),,Boob Tube,,Tuft (Base),Cigarette,Steel Ring,,Mouth Open (Right) + Wink,Star Explorer,NFT (Instrumental),Subtle Nod
Male,Brown,Dollars,,Kimono,Collar (Pink),Cowboy Hat,Party Horn,Steel Stud,Steel Rings,Anger,Lambo,I Like to Party,Side To Side
Male,Retro,Brown,,Sign My Carrot Singlet,Gold Dollar Chain,Devil Horns,Party Horn,Clown Nose,,Mouth Open (Left),Lambo,Dubhop,Bob
Male,Grey,Heart (Red),,,Bowtie (Black),Afro (Ginger),Pacifier,Steel Stud,Steel Rings,Mouth Open (Middle),Beach,Reggae Rabbits,Bob
Male,Retro,Blue,Neon Glasses,,Collar (Pink),,Party Horn,,Bit Ear,Anger,Beach,Hop With Me,Round
Male,Ice Cream,Cat (Blue),,Digital Camo Singlet,Peace Necklace,Mullet (Base),Joint,Bone,Steel Rings & Studs,Mouth Open (Right) + Wink,Gallery,What the FLUF,Bob
Male,Blossom,Green,Aviators,Black FLUF Singlet,,Mohawk (Base),,,Bit Ear,Sad,Markets,I Like to Party,Side To Side
Male,Red,Cat (Blue),,,Lei,Mohawk (Black),Party Horn,Gold Ring,Steel Rings & Studs,Mouth Open (Left),Swamp,Eating Carrots in the Dark,Groove
Male,Darkness,Fire,,Red Balloon Singlet,,Holographic Cap,Mooncrust Pizza,Steel Stud,,Mouth Open (Middle),Fluf Haus LA 2022,Let The Story Begin,Round
Male,Grey,Glowing White,Bug Eye Glasses,Leather Vest,Bone Necklace,Mohawk (Black),Lollipop,Bull Ring,,Anger,Heaven,Follow You,Bob
Male,Red,Blue,Shutter Glasses,Leather Vest,Bowtie (Black),,,,Steel Rings & Studs,Blank,After Party,Beyond the Gates,Bob
Male,Retro,Heart (Blue),,,Headphones,Birthday Hat,Joint,Bone,Bit Ear,Mouth Open (Right),Thank You For Having Us,I Love FLUF,Bob
Male,Avatar,Brown,,White Singlet,Gold Chain,,Carrot,Steel Stud,Steel Studs,Mouth Open (Right),Markets,Hop On By,Subtle Nod
Male,Smoothie,Brown,Neon Glasses,Sign My Carrot Singlet,FLUF Logo Chain,,,Steel Ring,,Smile + Wink,After Party,NFT (Instrumental),Bob
Female,Grey,Reptile (Yellow),,Boob Tube,Peace Necklace,Crown,Tongue Out,,,Smile,FTW (F*ck The War),What the FLUF,Groove
Male,Darkness,Demon,,,Bowtie (Gold),,Whistle,Bone,,Mouth Open (Middle),Heaven,Desert Digging,Round
Female,Black & White,Cat (Brown),,,Lei,Beanie,Medical Mask,,FLUF Tag,Blank,Thank You For Having Us,I Love FLUF,Groove
Female,Grey,Green,Deal With It Glasses,Kimono,Bowtie (Black),Flower Crown,,,Steel Studs,Smile,Tiki,Electric Carrots,Groove
Male,Peppermint,Reptile (Cream),Shutter Glasses,Camo Jacket,,,Pipe,,FLUF Tag,Mouth Open (Right),Beach,FLUF You Up,Groove
Female,Darkness,Reptile (Cream),,,Dog Tags,Tuft (Black),,Gold Ring,Gold Studs,Blank,Swamp,Electric Carrots,Big Nod
Female,Cheetah,Red,,Dress,,Afro (Black),Joint,Clown Nose,,Mouth Open (Right),Garden,Reggae Rabbits,Big Nod
Male,Sky,Cat (Blue),,Sign My Carrot Singlet,,Sombrero,Carrot,,,Mouth Open (Right),Dunes,Back in the Burrow,Bob
Male,Cheetah,Reptile (Cream),,,Tie,Conical Hat,Medical Mask,,Steel Rings,Blank,Spaceship,Floating or Flying,Bob
Male,Black & White,Green,Deal With It Glasses,Sign My Carrot Singlet,FLUF Logo Chain,Army Helmet,Lollipop,,,Mouth Open (Left),Markets,Hop With Me,Groove
Male,Ice Cream,Blue,Eye Patch,,Dog Tags,Beer Hat,,,Steel Rings,Blank,Swamp,Back in the Burrow,Side To Side
Male,Brown,Reptile (Yellow),,,Collar (Pink),,Lollipop,Steel Stud,Gold Bows,Mouth Open (Left),Markets,Desert Digging,Groove
Female,Grey,Mandala,,,VIP lanyard,,Party Horn,Steel Stud,Steel Studs,Mouth Open (Left),Gallery,Disco Rabbit,Groove
Male,Winter,Green,,Flannel Jacket,Peace Necklace,Tuft (Black),,Steel Ring,Steel Studs,Blank,Mansion,Run Rabbit,Round
Male,Marshmellow,Brown,Neon Glasses,FLUF Jacket,,,Cigar,,Gold Studs,Mouth Open (Right),Pass,I Like to Party,Bob
Male,Darkness,Cat (Blue),Shutter Glasses,High Vis Vest,,Flower Crown,,Gold Ring,Steel Rings,Sad,Spaceship,Ear Wobbler,Side Nod
Male,Sandy,Blue,,Digital Camo Singlet,FLUF Logo Chain,Tuft (Blonde),Lollipop,Gold Stud,,Mouth Open (Left) + Wink,Lambo,Floating or Flying,Groove
Male,Darkness,Dead,Aviators,,Gold Chain,Propeller Hat,,Gold Stud,,Blank,Beach,NFT (Instrumental),Groove
Male,Brown,Scribble,,,Bowtie (Red),FLUF Cap,,Gold Stud,,Blank + Wink,Markets,Eating Carrots in the Dark,Bob
Male,Bully,Brown,Star Glasses,,Lei,Pirate Hat,Medical Mask,,,Blank + Wink,Garden,Floating or Flying,Round
Male,Zebra,Cat (Blue),Cyberpunk Glasses,Camo Jacket,Bowtie (Red),Tuft (Base),Carrot,,,Mouth Open (Right),Beach,Follow You,Side To Side
Male,Peppermint,Heart (Blue),,,Tie,Tuft (Black),Cigarette,Bone,,Mouth Open (Right),Gallery,Rabbiton,Side To Side
Male,Candy Floss,Mandala,,Camo Jacket,,Flower Crown,Joint,Steel Stud,,Mouth Open (Right),Markets,Back in the Burrow,Side To Side
Male,Sandy,Brown,,Pink Jacket,,Pirate Hat,,,Santa Hat,Anger,Mansion,Coffee and Carrots,Round
Male,Brown,Fire,,Digital Camo Singlet,FLUF Logo Chain,,Carrot,Diamond Stud,,Mouth Open (Right) + Wink,Beach,Desert Digging,Side To Side
Male,Tiger,Green,Neon Glasses,Leather Vest,Bowtie (Black),Cowboy Hat,,Steel Ring,Steel Rings,Grin + Wink,Mansion,Back in the Burrow,Bob
Male,Raspberry Ripple,Blue,Speed Glasses,Pink Jacket,,Sombrero,Pacifier,Bull Ring,,Mouth Open (Middle),Garden,Dubhop,Bob
Female,Orange,Purple,,FLUF Jacket,Peace Necklace,Tuft (Base),Party Horn,Diamond Stud,Red Ribbon,Anger,Swamp,Run Rabbit,Bob
Female,Orange,Yellow,,Red Balloon Singlet,,Tennis Hat,Pacifier,Steel Stud,Gold Rings,Mouth Open (Middle),Thank You For Having Us,Run Rabbit,Big Nod
Male,Camo,Heart (Blue),,White Singlet,Collar (Black),Mohawk (Red),,Clown Nose,Steel Rings,Blank,Thank You For Having Us,I Love FLUF,Groove
Male,Sandy,Purple,Dive Goggles,Digital Camo Singlet,Dog Tags,Beanie,,Steel Ring,Steel Rings & Studs,Blank,FTW (F*ck The War),Reggae Rabbits,Subtle Nod
Male,Honeycomb,Cat (Blue),,High Vis Vest,,Propeller Hat,Joint,Steel Ring,Steel Rings,Mouth Open (Right),Markets,Space Fluffle,Groove
Male,Cheetah,Reptile (Yellow),,,Collar (Black),Tennis Hat,Party Horn,,Gold Bows,Mouth Open (Left) + Wink,FTW (F*ck The War),Beyond the Gates,Subtle Nod
Male,Tie Dye,Brown,,Flannel Jacket,,FLUF Cap,Lollipop,,,Anger,Spaceship,Floating or Flying,Round
Male,Ice Cream,Portal,,,Headphones,Bandana,Carrot,Steel Stud,Steel Rings,Mouth Open (Right),Backalley,FLUF You Up,Groove
Male,Darkness,Reptile (Cream),,Puffer Vest,,Beanie,,Clown Nose,Steel Studs,Smile,Mystic Valley,Follow You,Side To Side
Male,Winter,Scribble,,Yellow Rabbit Singlet,,Afro (Base),Carrot,Gold Stud,Steel Rings,Mouth Open (Right) + Wink,Lambo,Follow You,Groove
Male,Darkness,Reptile (White),,Digital Camo Singlet,,Mohawk (Red),Party Horn,Steel Stud,Steel Rings,Mouth Open (Left),Lambo,Dubhop,Groove
Male,Marshmellow,Reptile (Yellow),,,Bowtie (Gold),Beanie,,Steel Ring,Steel Rings & Studs,Smile,Heaven,Floating or Flying,Groove
Female,Winter,Brown,Shutter Glasses,Dress,Bowtie (Gold),Tuft (Black),,,Steel Rings & Studs,Blank,Mansion,L.O.V.E.,Groove
Female,Black & White,Cat (Brown),,Black FLUF Singlet,FLUF Logo Chain,,Carrot,Gold Ring,,Mouth Open (Right),Dancing in the Shroomlight,Disco Rabbit,Groove
Male,Orange,Hypnotic,,Red Balloon Singlet,,Army Helmet,Cigarette,Diamond Stud,,Mouth Open (Right),Dunes,Beyond the Gates,Side To Side
Male,Darkness,Dead,Bug Eye Glasses,,,Birthday Hat,Cigar,Bone,FLUF Tag,Mouth Open (Right),Dancing in the Shroomlight,All I Need,Groove
Male,Red,Red (Dilated),,Tie Dye Singlet,,Conical Hat,Cigar,Gold Stud,Gold Rings,Mouth Open (Right),Thank You For Having Us,NFT (Instrumental),Big Nod
Male,Camo,Blast,Cyberpunk Glasses,Leather Vest,Bowtie (Black),,,Diamond Stud,,Blank + Wink,Star Explorer,Higher,Side To Side
Male,Winter,Brown,,Black FLUF Singlet,VIP lanyard,Mullet (Black),Party Horn,Gold Ring,,Mouth Open (Left),Backalley,Ear Wobbler,Side Nod
Male,Sandy,Cat (Blue),,Leather Vest,Bowtie (Gold),Gold Cap,Whistle,Gold Ring,Steel Rings,Mouth Open (Middle) + Wink,Markets,Coffee and Carrots,Side To Side
Female,Black & White,Cat (Blue),,,Bowtie (Red),,Lipstick,Gold Stud,Gold Studs,Blank,Heaven,Disco Rabbit,Big Nod
Male,Brown,Purple,,Red Balloon Singlet,Headphones,,Joint,Bone,,Mouth Open (Right),Pass,Follow You,Subtle Nod
Male,Sandy,Thirties,,Leather Vest,,Conical Hat,Party Horn,Steel Ring,Steel Rings & Studs,Mouth Open (Left),Heaven,Dubhop,Side Nod
Female,Grey,Brown,Sunglasses,Tie Dye Singlet,Bowtie (Red),,Carrot,Clown Nose,Steel Rings,Mouth Open (Right) + Wink,Dunes,What the FLUF,Groove
Male,Bully,Blue,,Puffer Jacket,FLUF Logo Chain,Mullet (Black),Lip Piercings,,Steel Rings & Studs,Smile + Wink,Markets,Beyond the Gates,Side To Side
Male,Sandy,Brown,,,Dog Tags,Mullet (Base),,Clown Nose,Steel Studs,Smile,Tiki,Disco Rabbit,Subtle Nod
Male,Brown,Brown,Speed Glasses,,Bowtie (Gold),Afro (Base),,Bull Ring,FLUF Tag,Blank,Markets,Desert Digging,Big Nod
Male,Grey,Green,Deal With It Glasses,Gold Jacket,Tie,Pirate Hat,,Bull Ring,,Blank,Igloo,What the FLUF,Big Nod
Female,Darkness,Glowing White,Sunglasses,Dress,Collar (Black),Sun Visor,Whistle,Bone,,Mouth Open (Middle),Heaven,Hop On By,Subtle Nod
Male,Cow,Cat (Blue),,High Vis Vest,Dog Tags,,Whistle,Bull Ring,Gold Bows,Mouth Open (Middle) + Wink,Dunes,Space Fluffle,Round
Male,Ice Cream,Brown,,FLUF Jacket,Lei,,Whistle,Steel Stud,Steel Rings,Mouth Open (Middle),Dunes,Dubhop,Side Nod
Male,Sandy,Dollars,Star Glasses,,Bowtie (Black),,Lollipop,Bull Ring,,Mouth Open (Left),Tiki,Reggae Rabbits,Bob
Male,Red,Thirties,,Tie Dye Singlet,,Pirate Hat,Whistle,Gold Ring,Bandaged,Mouth Open (Middle),Mansion,Eating Carrots in the Dark,Subtle Nod
Female,Brown,Blue,Safety Glasses,,,,Joint,Bull Ring,Santa Hat,Mouth Open (Right) + Wink,Desert,Let The Story Begin,Round
Male,Smoothie,Red (Dilated),,High Vis Vest,Tie,Birthday Hat,Lollipop,Gold Stud,,Mouth Open (Left),Thank You For Having Us,I Love FLUF,Groove
Male,Peppermint,Xs,,Red Balloon Singlet,Glowstick Necklace,Mohawk (Base),Cigarette,Steel Stud,,Mouth Open (Right),Gallery,Hop On By,Side Nod
Male,Highlighter,Cat (Brown),Shutter Glasses,,Clock Necklace,,,Diamond Stud,,Sad,Swamp,What the FLUF,Subtle Nod
Male,Cheetah,Blue,Sunglasses,,Bone Necklace,Mullet (Base),Whistle,Steel Ring,,Mouth Open (Middle),Pass,What the FLUF,Big Nod
Male,Brown,Xs,,Camo Jacket,Bowtie (Black),Flower Crown,,Steel Ring,Steel Rings & Studs,Blank,FTW (F*ck The War),Space Fluffle,Big Nod
Male,Red,Blue,Neon Glasses,White Singlet,Dog Tags,,,Gold Stud,Gold Studs,Blank,Fluf Haus LA 2022,Let The Story Begin,Subtle Nod
Male,Grey,Purple,Shutter Glasses,Digital Camo Singlet,Bowtie (Black),Afro (Base),,Bull Ring,Steel Rings,Blank,Garden,Electric Carrots,Round
Male,Moody Blue,Portal,,Yellow Rabbit Singlet,Bowtie (Red),,,Clown Nose,Steel Rings & Studs,Blank,Spaceship,Desert Digging,Big Nod
Male,Camo,Green,Designer Glasses,High Vis Vest,Bowtie (Gold),,Joint,,Gold Studs,Mouth Open (Right) + Wink,Star Explorer,Space Fluffle,Groove
Male,Winter,Green,Steampunk Goggles,Digital Camo Singlet,,Mohawk (Red),,Bloody,Steel Studs,Blank,ASTO Discovery Portal,Ear Wobbler,Round
Male,Black & White,Brown,Designer Glasses,Black FLUF Singlet,,,Lipstick,Bull Ring,Red Ribbon,Blank,Pass,Coffee and Carrots,Subtle Nod
Female,Kandinsky,Purple,,,VIP lanyard,Afro (Black),,Bull Ring,Steel Rings,Smile,Gallery,Ear Wobbler,Side Nod
Female,Peppermint,Yellow,,Kimono,Tie,Birthday Hat,Carrot,,Gold Studs,Mouth Open (Right),FLUF Haus Miami 2021,FLUF Ocean,Bob
Female,Winter,Yellow,Fake Eyelashes,Flannel Jacket,Bowtie (Gold),Afro (Base),Joint,Steel Stud,,Mouth Open (Right) + Wink,Dunes,I Like to Party,Round
Male,Peppermint,Blue,3D Glasses,Camo Jacket,Bowtie (Red),Bandana,,Bull Ring,Gold Rings & Studs,Blank,Heaven,I Like to Party,Bob
Male,Sky,Red (Dilated),,Voxel Rabbit Singlet,,Tuft (Black),,,Red Ribbon,Blank,Mystic Valley,Space Fluffle,Big Nod
Male,Grey,Red (Dilated),Star Glasses,Red Balloon Singlet,Greenstone,Bandana,Joint,Gold Ring,Steel Rings,Mouth Open (Right),Lambo,Disco Rabbit,Subtle Nod
Male,Black & White,Glowing White,,,,Conical Hat,Pacifier,,,Mouth Open (Middle),Markets,Space Fluffle,Groove
Male,Camo,Reptile (Yellow),,High Vis Vest,,Flower Crown,,Clown Nose,Steel Rings & Studs,Sad,Dunes,Desert Digging,Bob
Male,Raspberry Ripple,Green,Sunglasses,,Clock Necklace,Afro (Base),Joint,Gold Stud,Steel Rings,Mouth Open (Right),Backalley,FLUF You Up,Round
Female,Winter,Green,Steampunk Goggles,FLUF Jacket,,Mohawk (Base),,,Gold Studs,Grin,ASTO Discovery Portal,Electric Carrots,Subtle Nod
Male,Guernica,Reptile (Cream),,Leather Vest,,Tuft (Base),,Steel Ring,Steel Studs,Blank,Mansion,Back in the Burrow,Big Nod
Female,Hirst,Thirties,Fake Eyelashes,,,Sun Visor,Joint,Steel Ring,,Mouth Open (Right) + Wink,Dancing in the Shroomlight,Stardust,Round
Male,Zebra,Green (Dilated),,,Bone Necklace,Sombrero,Pipe,Steel Stud,Steel Rings,Mouth Open (Right) + Wink,After Party,Messiah,Groove
Male,Orange,Blue,Bug Eye Glasses,FLUF Jacket,,,Cigar,Steel Stud,Gold Bows,Mouth Open (Right),Dunes,I Like to Party,Subtle Nod
Male,Hawk,Red (Dilated),,,VIP lanyard,Mullet (Base),Whistle,,,Mouth Open (Middle),Heaven,Ear Wobbler,Subtle Nod
Male,Bully,Brown,Eye Patch,Camo Jacket,,Army Helmet,Pipe,Bull Ring,Steel Rings,Mouth Open (Right),The Front,Messiah,Subtle Nod
Male,Marshmellow,Cat (Brown),,Voxel Rabbit Singlet,,Beanie,,,Gold Rings,Blank,Markets,Electric Carrots,Subtle Nod
Male,Orange,Brown,Neon Glasses,,Bowtie (Black),,Cigarette,Bone,,Mouth Open (Right),Garden,Beyond the Gates,Subtle Nod
Male,Zombie (Green),Demon,Eye Patch,,Bowtie (Red),,,Bull Ring,,Blank,Spaceship,I Like to Party,Side To Side
Male,Orange,Green,,Kimono,Headphones,Beanie,Carrot,Clown Nose,Steel Rings,Mouth Open (Right),Pass,Desert Digging,Side To Side
Female,Red,Xs,,,,Cowboy Hat,Cigarette,Bull Ring,Gold Studs,Mouth Open (Right),Heaven,Hop On By,Big Nod
Male,Brown,Cat (Blue),Star Glasses,,,,Whistle,,,Mouth Open (Middle) + Wink,Tiki,Run Rabbit,Subtle Nod
Male,Brown,Blue,Deal With It Glasses,Leather Vest,,,,Gold Ring,,Wonder,Mansion,Rabbiton,Side To Side
Male,Cheetah,Cat (Blue),,Voxel Rabbit Singlet,Collar (Pink),,Whistle,,Santa Hat,Mouth Open (Middle),Swamp,Run Rabbit,Round
Male,Brown,Yellow,,Kimono,Bowtie (Black),Cowboy Hat,,Steel Ring,Gold Rings & Studs,Blank,Heaven,Hop On By,Side To Side
Male,Hawk,Yellow,,Puffer Vest,Bowtie (Gold),Gold Cap,,Bull Ring,Santa Hat,Blank,Dunes,Disco Rabbit,Round
Male,Sandy,Brown,,,,,Whistle,Steel Ring,Red Ribbon,Mouth Open (Middle),Markets,What the FLUF,Bob
Female,Barney,Green,Round Glasses,,,Propeller Hat,,,,Smile + Wink,Spaceship,Hop On By,Side To Side
Female,Sandy,Green,,,VIP lanyard,Cowboy Hat,Cigarette,Bull Ring,Steel Studs,Mouth Open (Right),Thank You For Having Us,Daft Bear,Round
Male,Honeycomb,Cat (Blue),,Red Balloon Singlet,FLUF Logo Chain,Cowboy Hat,Joint,,,Mouth Open (Right),Swamp,Coffee and Carrots,Side Nod
Male,Parrot,Green,Sunglasses,High Vis Vest,,Tuft (Black),Pacifier,Gold Ring,Gold Bows,Mouth Open (Middle),Tiki,Beyond the Gates,Side To Side
Female,Blossom,Portal,,High Vis Vest,Bowtie (Red),,Lip Piercings,,Steel Rings,Smile,Dancing in the Shroomlight,Stardust,Big Nod
Male,Peppermint,Scribble,Eye Patch,Digital Camo Singlet,Gold Chain,,,Gold Ring,,Blank,Garden,Hop With Me,Side Nod
Male,Orange,Brown,,Yellow Rabbit Singlet,,Cowboy Hat,,Steel Ring,Steel Studs,Grin,Spaceship,Coffee and Carrots,Round
Female,Grey,Brown,Fake Eyelashes,,,,Cigarette,Bull Ring,Steel Studs,Mouth Open (Right),Spaceship,Space Fluffle,Groove
Male,Grey,Brown,Shutter Glasses,Kimono,Dog Tags,Propeller Hat,,,Gold Rings,Smile + Wink,Mansion,Hop On By,Big Nod
Female,Grey,Fire,Star Glasses,Dress,Greenstone,,Medical Mask,,Red Ribbon,Blank,Heaven,NFT (Instrumental),Side To Side
Female,Zombie (Grey),Inverted,,,,Mohawk (Base),Lip Piercings,Gold Stud,Diamond Cross Earring,Wonder,Mansion,Beyond the Gates,Side To Side
Male,Red,Blue,Eye Patch,,,Mullet (Orange),Medical Mask,,,Blank,Pass,Back in the Burrow,Side To Side
Female,Sky,Brown,Sunglasses,,Collar (Black),Sombrero,Lipstick,,,Blank,Spaceship,Back in the Burrow,Side To Side
Male,Brown,Reptile (Cream),,,Gold Chain,Beanie,,Clown Nose,,Blank,Heaven,Run Rabbit,Groove
Female,Brown,Heart (Blue),,Pink Jacket,Bone Necklace,Tuft (Base),Whistle,Clown Nose,,Mouth Open (Middle) + Wink,Heaven,Beyond the Gates,Bob
Female,Winter,Blue,Sunglasses,,Tie,Afro (Base),Lipstick,,,Grin,Spaceship,Run Rabbit,Bob
Male,Winter,Purple,,FLUF Jacket,,Tuft (Base),Lollipop,Bull Ring,Red Ribbon,Mouth Open (Left),Beach,Coffee and Carrots,Subtle Nod
Male,Parrot,Reptile (White),,Digital Camo Singlet,Dog Tags,,Lip Piercings,Steel Ring,,Smile,Dancing in the Shroomlight,Disco Rabbit,Bob
Female,Winter,Yellow,,Gold Jacket,,Afro (Base),,Bone,Gold Rings,Blank,Mansion,NFT (Instrumental),Subtle Nod
Female,Raspberry Ripple,Green (Dilated),Designer Glasses,Boob Tube,,Sombrero,,Bull Ring,,Grin + Wink,Tiki,Hop On By,Big Nod
Female,Cheetah,Brown,Bug Eye Glasses,Boob Tube,,Tuft (Black),,Bull Ring,Diamond Studs,Blank,Mystic Valley,Stardust,Side Nod
Male,Cheetah,Blue,,Dress,Bowtie (Black),Mohawk (Red),Cigar,,Steel Studs,Mouth Open (Right),Tiki,What the FLUF,Side To Side
Male,Sandy,Glowing White,,FLUF Jacket,Bowtie (Red),Mullet (Base),Lollipop,,,Anger,Beach,Run Rabbit,Big Nod
Female,Highlighter,Blue,3D Glasses,,Glowstick Necklace,Mohawk (Base),,Bull Ring,FLUF Tag,Blank,Garden,Hop On By,Bob
Male,Grey,Purple,,,Glowstick Necklace,Cowboy Hat,Party Horn,Steel Ring,Gold Studs,Mouth Open (Left),Heaven,Ear Wobbler,Side Nod
Male,Camo,Cat (Brown),Star Glasses,Yellow Rabbit Singlet,Bowtie (Black),,,Clown Nose,Steel Rings,Blank + Wink,Mansion,Electric Carrots,Round
Male,Ice Cream,Yellow,Designer Glasses,FLUF Jacket,,Sun Visor,Joint,Bull Ring,Gold Studs,Mouth Open (Right),Beach,Disco Rabbit,Big Nod
Male,Black & White,Cat (Brown),,,Peace Necklace,Sombrero,Cigarette,,Steel Rings & Studs,Mouth Open (Right),Gallery,Back in the Burrow,Bob
Male,Marshmellow,Green,,Puffer Vest,Bowtie (Red),Mohawk (Base),,Steel Ring,Steel Rings,Sad,Dunes,Space Fluffle,Round
Female,Honeycomb,Fire,,,Lei,Tennis Hat,Pipe,Steel Stud,,Mouth Open (Right) + Wink,Lambo,Ear Wobbler,Subtle Nod
